ENTRY (NUMBER),First author (name),publication (year),Scientific (Journal),DOI (number),matrix (used),Sample name (tag),PFAS (abreviation),PFAS (Subfamily),Empirical (Formula),MW ([g/mol]),pKa1 ([-]),pKa2 ([-]),f(+) ([-]),f(+-) ([-]),f(- + -) ([-]),f(-) ([-]),f(- -) ([-]),f (0) ([-]),sum ([-]),charge [+] / mol ([C/mol]),charge [-] / mol ([C/mol]),Effective MW ([g/mol]),Faraday (C/mol),net charge density ([C/g]),C number ([n]),F number ([n]),C/F ([-]),%F ([%]),CF2 ([n]),log (S),log (Kow),pH (measured),pH (method),Fe ((g/kg)),Fe ((mmol/kg)),Fe (%),Al ((g/kg)),Al ((mmol/kg)),Al (%),Fe/Al (method),CEC (cmol+/kg),CEC (method),Sand (% mineral),Silt (% mineral),Clay (% mineral),Texture (method),Sum (% mineral),Corg (%),foc,Batch information (Contact solution),SL min (g/L),SL max (g/L),Cin min (ppb),Cin max (ppb),Kd (L/Kg),Koc (L/Kg OC),log Koc ([-]),log Kd ([-]),Comments on the derivation of Kd (from literature studies),KFr (reported),KFr (reported units),1/n ([-]),Harmonized KFr ((ug/kg)/(ug/L)^(1/n)),Cw (ug/L),Cs (ug/kg),Kd (L/kg),,
1005,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil100,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998554581121912,0,1.4454188780866049E-5,1,0,-0.99998554581121912,498.93741445418874,96485,-193.37817247709006,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.9400000000000004,1:5 MQ,237.620475,4255,23.762047500000001,50.101860000000002,1857,5.010186,DCB,14.1,not reported,12.7,52.1,35.200000000000003,not reported,100,2.4,2.4E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,43.016356978304479,1792.3482074293534,3.253422385836509,1.6336336275481149,Calculated in this study at Cw = 10% S,68.7,(ug/g)/(ug/L)^N,0.8,68.7,10.39,446.93994900458358,43.016356978304479,,
1006,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil101,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999818030245269,0,1.8196975473047906E-6,1,0,-0.99999818030245269,498.93740181969753,96485,-193.38062064416883,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.84,1:5 MQ,148.603545,2661,14.8603545,22.204540000000001,823,2.2204540000000001,DCB,19.5,not reported,27.5,44.6,27.8,not reported,99.899999999999991,2.9,2.8999999999999998E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,31.370007054047374,1081.7243811740475,3.0341166184568542,1.4965146163558103,Calculated in this study at Cw = 10% S,50.1,(ug/g)/(ug/L)^N,0.8,50.1,10.39,325.93437329155222,31.370007054047374,,
1007,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil102,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999922375348593,0,7.7624651406957183E-7,1,0,-0.99999922375348593,498.93740077624648,96485,-193.38082283217074,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.21,1:5 MQ,232.98534000000001,4172,23.298534,26.089659999999999,967,2.6089659999999997,DCB,22.1,not reported,15.2,50.2,34.6,not reported,100,1.9,1.9E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,18.784435361705015,988.65449272131661,2.9950445442553981,1.273798145208227,Calculated in this study at Cw = 10% S,30,(ug/g)/(ug/L)^N,0.8,30,10.39,195.1702834081151,18.784435361705015,,
1008,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil103,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999952137013681,0,4.7862986323598187E-7,1,0,-0.99999952137013681,498.93740047862985,96485,-193.38088050092014,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.42,1:5 MQ,27.587430000000001,494,2.7587429999999999,9.0113199999999996,334,0.90113199999999993,DCB,34.9,not reported,34.299999999999997,23,42.7,not reported,100,1.4,1.3999999999999999E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,17.09197293308284,1220.8552095059172,3.0866641607169751,1.2327921963952131,Calculated in this study at Cw = 10% S,21.6,(ug/g)/(ug/L)^N,0.9,21.6,10.39,177.58559877473073,17.09197293308284,,
1009,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil104,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999383408800013,0,6.1659119999096004E-6,1,0,-0.99999383408800013,498.93740616591202,96485,-193.37977848447119,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.31,1:5 MQ,55.621619999999993,996,5.5621619999999989,15.29766,567,1.529766,DCB,30.4,not reported,70.2,1.1000000000000001,28.7,not reported,100,1.3,1.3000000000000001E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,29.992481794189008,2307.1139841683848,3.3630690515962911,1.4770124039031278,Calculated in this study at Cw = 10% S,47.9,(ug/g)/(ug/L)^N,0.8,47.9,10.39,311.62188584162379,29.992481794189008,,
1010,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil105,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999563486073217,0,4.3651392678776466E-6,1,0,-0.99999563486073217,498.93740436513929,96485,-193.38012741760102,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.46,1:5 MQ,314.18396999999999,5626,31.418396999999999,52.206300000000006,1935,5.2206300000000008,DCB,9.6,not reported,28,13.7,58.3,not reported,100,3,0.03,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,34.12505757376411,1137.5019191254703,3.0559521380455443,1.5330733927652069,Calculated in this study at Cw = 10% S,54.5,(ug/g)/(ug/L)^N,0.8,54.5,10.39,354.55934819140913,34.12505757376411,,
1011,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil106,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999258695254067,0,7.4130474593291472E-6,1,0,-0.99999258695254067,498.93740741304742,96485,-193.37953682883705,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.23,1:5 MQ,387.62014500000004,6941,38.762014500000006,61.48742,2279,6.1487420000000004,DCB,9.8000000000000007,not reported,51.4,6.6,42,not reported,100,2.2000000000000002,2.2000000000000002E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,34.975240909363961,1589.7836776983618,3.2013380337711679,1.5437607145933743,Calculated in this study at Cw = 10% S,44.2,(ug/g)/(ug/L)^N,0.9,44.2,10.39,363.39275304829158,34.975240909363961,,
1012,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil107,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99996284785742329,0,3.7152142576736807E-5,1,0,-0.99996284785742329,498.93743715214259,96485,-193.37377432774821,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.53,1:5 MQ,372.59783999999996,6672,37.259783999999996,68.124499999999998,2525,6.8124500000000001,DCB,9.4,not reported,34.799999999999997,18,47.2,not reported,100,3.4,3.4000000000000002E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,46.961088404262533,1381.2084824783096,3.1402592368380096,1.6717381538802645,Calculated in this study at Cw = 10% S,75,(ug/g)/(ug/L)^N,0.8,75,10.39,487.92570852028774,46.961088404262533,,
1013,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil108,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.9999661167325008,0,3.3883267499201894E-5,1,0,-0.9999661167325008,498.93743388326749,96485,-193.37440773287102,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.57,1:5 MQ,397.00210499999997,7109,39.700210499999997,66.586640000000003,2468,6.6586639999999999,DCB,9.4,not reported,53.1,9.8000000000000007,37.1,not reported,100,3.2,3.2000000000000001E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,56.973243110276137,1780.4138471961292,3.2505209633556449,1.7556709416755507,Calculated in this study at Cw = 10% S,72,(ug/g)/(ug/L)^N,0.9,72,10.39,591.95199591576909,56.973243110276137,,
1014,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil109,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998378216204897,0,1.6217837951055827E-5,1,0,-0.99998378216204897,498.93741621783789,96485,-193.37783073735298,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.8899999999999997,1:5 MQ,258.45066000000003,4628,25.845066000000003,37.79898,1401,3.7798980000000002,DCB,15.8,not reported,31.3,32.200000000000003,36.5,not reported,100,2,0.02,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,44.233392914783835,2211.6696457391918,3.3447202574667245,1.6457502531307056,Calculated in this study at Cw = 10% S,55.9,(ug/g)/(ug/L)^N,0.9,55.9,10.39,459.58495238460404,44.233392914783835,,
1015,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil110,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998378216204897,0,1.6217837951055827E-5,1,0,-0.99998378216204897,498.93741621783789,96485,-193.37783073735298,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.8899999999999997,1:5 MQ,388.40197499999999,6955,38.840197500000002,40.496980000000001,1501,4.0496980000000002,DCB,14.9,not reported,30.5,25.8,43.7,not reported,100,2,0.02,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,32.443096771129468,1622.1548385564734,3.2100923063000368,1.5111223019640179,Calculated in this study at Cw = 10% S,41,(ug/g)/(ug/L)^N,0.9,41,10.39,337.08377545203518,32.443096771129468,,
1016,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil111,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99994504893239999,0,5.4951067599991519E-5,1,0,-0.99994504893239999,498.93745495106754,96485,-193.37032545633338,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.3600000000000003,1:5 MQ,27.810809999999996,498,2.7810809999999995,9.9016599999999997,367,0.99016599999999999,DCB,8.8000000000000007,not reported,54.1,31.6,14.4,not reported,100.10000000000001,1.7,1.7000000000000001E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,13.9,817.64705882352939,2.9125658788758213,1.1430148002540952,Calculated in this study at Cw = 10% S,13.9,(ug/g)/(ug/L)^N,1,13.9,10.39,144.42100000000002,13.9,,
1017,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil112,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99996837822336671,0,3.1621776633305525E-5,1,0,-0.99996837822336671,498.93743162177657,96485,-193.37484593863954,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,4.5999999999999996,1:5 MQ,51.377400000000002,920,5.13774,6.9068800000000001,256,0.69068799999999997,DCB,13.7,not reported,33.700000000000003,30,36.4,not reported,100.1,1.3,1.3000000000000001E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,24.767534852106152,1905.19498862355,3.279939430483894,1.3938827827907307,Calculated in this study at Cw = 10% S,31.3,(ug/g)/(ug/L)^N,0.9,31.3,10.39,257.33468711338293,24.767534852106152,,
1018,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil113,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.9999964518786969,0,3.5481213031263005E-6,1,0,-0.9999964518786969,498.93740354812127,96485,-193.38028572999212,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.55,1:5 MQ,106.21719,1902,10.621719000000001,8.3907800000000012,311,0.8390780000000001,DCB,24.2,not reported,13.8,57.4,28.8,not reported,100,1.9,1.9E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,25.796218408263918,1357.6957056981009,3.1328024443593923,1.4115560453122213,Calculated in this study at Cw = 10% S,32.6,(ug/g)/(ug/L)^N,0.9,32.6,10.39,268.02270926186213,25.796218408263918,,
1019,Umeh,2021,Environmental Science & Technology, 10.1021/acs.est.0c07202,soil,Soil114,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99980051357127842,0,1.9948642872153033E-4,1,0,-0.99980051357127842,498.93759948642861,96485,-193.34231906198264,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,3.8,1:5 MQ,306.97996499999999,5497,30.697996499999999,25.496100000000002,945,2.5496100000000004,DCB,22.5,not reported,22.4,46,31.6,not reported,100,2.6,2.6000000000000002E-2,10 mM NaNO3 + 200 ppm NaN3,100,-,5,500,49.6,1907.6923076923076,3.2805083285193795,1.6954816764901974,Calculated in this study at Cw = 10% S,49.6,(ug/g)/(ug/L)^N,1,49.6,10.39,515.34400000000005,49.6,,
1020,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,BNA,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999809454291277,0,1.9054570871896133E-6,1,0,-0.99999809454291277,498.93740190545702,96485,-193.3806040266665,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.82,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,2.3199999999999998,not reported,95.4,0.2,4.4000000000000004,not reported,100.00000000000001,0.37,3.7000000000000002E-3,10 mM NaNO3,33.333333333333336,-,15,560,14.891608583335721,4024.7590765772215,3.6047398884691901,1.1729416125361851,Calculated in this study at Cw = 10% S (at Na condition),4.2999999999999997E-2,(ug/g)/(ug/L)^N,0.54700000000000004,43,10.39,154.72381318085814,14.891608583335721,,
1021,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,STA,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999424563373951,0,5.7543662604499578E-6,1,0,-0.99999424563373951,498.93740575436618,96485,-193.37985822909414,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.34,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,2.16,not reported,93.2,5.6,1.2,not reported,100,1.35,1.3500000000000002E-2,10 mM NaNO3,33.333333333333336,-,15,560,16.472620713738735,1220.1941269436099,3.0864289303087857,1.2167626988037921,Calculated in this study at Cw = 10% S (at Na condition),0.04,(ug/g)/(ug/L)^N,0.621,40,10.39,171.15052921574548,16.472620713738735,,
1022,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,BDA,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.9999986196176408,0,1.3803823591447935E-6,1,0,-0.9999986196176408,498.93740138038225,96485,-193.38070576963921,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.96,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,38.700000000000003,not reported,53,16.100000000000001,30.9,not reported,100,3.27,3.27E-2,10 mM NaNO3,33.333333333333336,-,15,560,44.850585259786328,1371.5775308803159,3.1372203619090624,1.6517681145693484,Calculated in this study at Cw = 10% S (at Na condition),0.10199999999999999,(ug/g)/(ug/L)^N,0.64900000000000002,102,10.39,465.99758084917994,44.850585259786328,,
1023,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,MTA,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998877994134816,0,1.1220058651890969E-5,1,0,-0.99998877994134816,498.93741122005866,96485,-193.37879914979217,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.05,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,6.37,not reported,62,16.8,21.2,not reported,100,7.5,7.4999999999999997E-2,10 mM NaNO3,33.333333333333336,-,15,560,64.69895178517713,862.65269046902847,2.9358359811471533,1.8108972445388531,Calculated in this study at Cw = 10% S (at Na condition),9.7000000000000003E-2,(ug/g)/(ug/L)^N,0.82699999999999996,97,10.39,672.22210904799044,64.69895178517713,,
1024,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,I,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99998976717478893,0,1.0232825211024223E-5,1,0,-0.99998976717478893,498.93741023282513,96485,-193.37899044458507,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.09,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,7.91,not reported,68.099999999999994,21.2,10.7,not reported,100,5.0599999999999996,5.0599999999999999E-2,10 mM NaNO3,33.333333333333336,-,15,560,68.939471870425336,1362.4401555420027,3.1343174352138741,1.8384679520536731,Calculated in this study at Cw = 10% S (at Na condition),0.186,(ug/g)/(ug/L)^N,0.57599999999999996,186,10.39,716.28111273371928,68.939471870425336,,
1025,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,TXA,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999918717014458,0,8.1282985547118639E-7,1,0,-0.99999918717014458,498.93740081282982,96485,-193.38081574346941,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.19,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,6.4,not reported,80.7,11.2,8.1,not reported,100,0.96,9.5999999999999992E-3,10 mM NaNO3,33.333333333333336,-,15,560,31.353363716067875,3265.9753870904037,3.5140129075007414,1.49628414054031,Calculated in this study at Cw = 10% S (at Na condition),8.4000000000000005E-2,(ug/g)/(ug/L)^N,0.57899999999999996,84,10.39,325.76144900994524,31.353363716067875,,
1026,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,GIA,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999855456231856,0,1.4454376814528125E-6,1,0,-0.99999855456231856,498.93740144543762,96485,-193.38069316396323,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.94,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,4.7300000000000004,not reported,78.2,16.2,5.6,not reported,100,0.78,7.8000000000000005E-3,10 mM NaNO3,33.333333333333336,-,15,560,34.677155813274517,4445.7892068300662,3.6479488671617157,1.5400434698521961,Calculated in this study at Cw = 10% S (at Na condition),9.6000000000000002E-2,(ug/g)/(ug/L)^N,0.56499999999999995,96,10.39,360.29564889992224,34.677155813274517,,
1027,Yanju Liu,2020,Environmental Technology & Innovation, 10.1016/j.eti.2020.100965,soil,SGA,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999998340413121,0,1.6595868798952677E-8,1,0,-0.99999998340413121,498.9374000165958,96485,-193.38097002858132,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.88,soill:water 1:5,not reported,not reported,not reported,not reported,not reported,not reported,not reported,11.95,not reported,58.8,11.2,30,not reported,100,0.82,8.199999999999999E-3,10 mM NaNO3,33.333333333333336,-,15,560,35.441717115070212,4322.160623789051,3.6357009024660165,1.5495147548497332,Calculated in this study at Cw = 10% S (at Na condition),0.108,(ug/g)/(ug/L)^N,0.52400000000000002,108,10.39,368.23944082557955,35.441717115070212,,
1028,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,1,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999968377233395,0,3.1622766601686895E-7,1,0,-0.99999968377233395,498.93740031622758,96485,-193.3809119693598,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.6,1:5 Water,4.17,74.67096427612141,0.41699999999999998,2.58,95.626389918458116,0.25800000000000001,OA,10,NH4Cl (pH 7 or 8),43,12,45,Pipette,100,1.8,1.8000000000000002E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,4.2300000000000004,235,2.3710678622717363,0.6263403673750424,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1029,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,2,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999968377233395,0,3.1622766601686895E-7,1,0,-0.99999968377233395,498.93740031622758,96485,-193.3809119693598,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.6,1:5 Water,6.06,108.51463873220521,0.60599999999999998,3.75,138.99184581171238,0.375,OA,9.5399999999999991,NH4Cl (pH 7 or 8),36,23,41,Pipette,100,2.1,2.1000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.99,190,2.2787536009528289,0.60097289568674828,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1030,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,3,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999936904305364,0,6.309569463732732E-7,1,0,-0.99999936904305364,498.93740063095692,96485,-193.38085098472084,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.3,1:5 Water,0.46600000000000003,8.3445250246217206,4.6600000000000003E-2,0.185,6.8569310600444773,1.8499999999999999E-2,OA,2.83,NH4Cl (pH 7 or 8),91,2,7,Pipette,100,0.6,6.0000000000000001E-3,"0,5 mM CaCl2",20,-,5 or 7.5,-,22.41,3735,3.5722906061514177,1.3504418565350613,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1031,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,4,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999993690426958,0,6.3095730466947729E-8,1,0,-0.99999993690426958,498.93740006309571,96485,-193.38096101837013,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.3,1:5 Water,7.87,140.92577670337542,0.78700000000000003,2.4,88.954781319495922,0.24,OA,27.69,NH4Cl (pH 7 or 8),27,21,52,Pipette,100,1.8,1.8000000000000002E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,8.67,481.66666666666663,2.6827465923729044,0.93801909747621026,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1032,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,5,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999936904305364,0,6.309569463732732E-7,1,0,-0.99999936904305364,498.93740063095692,96485,-193.38085098472084,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.3,1:5 Water,4.12,73.775628973050402,0.41200000000000003,2.57,95.255744996293544,0.25700000000000001,OA,7.18,NH4Cl (pH 7 or 8),40,12,48,Pipette,100,1.5,1.4999999999999999E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,2.42,161.33333333333334,2.2077241069247502,0.38381536598043126,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1033,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,6,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999000009999905,0,9.9999000009999908E-6,1,0,-0.99999000009999905,498.93740999989996,96485,-193.37903557816551,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.0999999999999996,1:5 Water,2.35,42.080759244337003,0.23500000000000001,0.92900000000000005,34.43291326908821,9.290000000000001E-2,OA,3.64,NH4Cl (pH 7 or 8),48,22,30,Pipette,100,0.9,9.0000000000000011E-3,"0,5 mM CaCl2",20,-,5 or 7.5,-,4.1900000000000004,465.55555555555554,2.6679715135269704,0.62221402296629535,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1034,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,7,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999949881301753,0,5.0118698243875318E-7,1,0,-0.99999949881301753,498.93740050118691,96485,-193.38087613005968,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.4,1:5 Water,2.2599999999999998,40.469155698809203,0.22599999999999998,2.06,76.352853965900664,0.20600000000000002,OA,5.83,NH4Cl (pH 7 or 8),66,11,22,Pipette,99,0.9,9.0000000000000011E-3,"0,5 mM CaCl2",20,-,5 or 7.5,-,2.33,258.88888888888886,2.4131134115866941,0.36735592102601899,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1035,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,8,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999980047380832,0,1.9952619168617852E-7,1,0,-0.99999980047380832,498.93740019952617,96485,-193.38093458243628,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,6.8,1:5 Water,4.41,78.968573730862204,0.441,1.85,68.56931060044478,0.185,OA,10.86,NH4Cl (pH 7 or 8),54,21,25,Pipette,100,1.1000000000000001,1.1000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,5.0999999999999996,463.63636363636357,2.6661774909397113,0.70757017609793638,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1036,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,9,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999990000001004,0,9.9999990000001005E-8,1,0,-0.99999990000001004,498.93740009999999,96485,-193.38095386748492,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,7.1,1:5 Water,33.700000000000003,603.45599426985405,3.37,1.47,54.484803558191253,0.14699999999999999,OA,15.69,NH4Cl (pH 7 or 8),60,16,24,Pipette,100,1.6,1.6E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,4.7300000000000004,295.625,2.470741158081887,0.67486114073781156,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1037,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,10,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999683773233983,0,3.1622676601999995E-6,1,0,-0.99999683773233983,498.93740316226763,96485,-193.38036049629545,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.6,1:5 Water,8.5,152.20700152207002,0.85,37.299999999999997,1382.5055596738325,3.7299999999999995,OA,15.2,NH4Cl (pH 7 or 8),44,0,56,Pipette,100,1.6,1.6E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,6.11,381.875,2.5819212275866295,0.78604121024255424,Reported Kd originated from a single spiked concentration value,,,,,,,,,
1038,Oliver,2020,Environmental Pollution, 10.1016/j.envpol.2019.113726,soil,11,PFOS,PFSA,C8HF17O3S,499.93739999999997,0.1,-,0,0,0,0.99999498815278243,0,5.011847217534286E-6,1,0,-0.99999498815278243,498.93740501184715,96485,-193.38000210593594,8,17,0.29721362229102166,64.60808893273439,8,2.0166155475571776,5,5.4,1:5 Water,2.72,48.706240487062409,0.27200000000000002,2.65,98.220904373610082,0.26500000000000001,OA,7.61,NH4Cl (pH 7 or 8),34,22,44,Pipette,100,1.7,1.7000000000000001E-2,"0,5 mM CaCl2",20,-,5 or 7.5,-,3.7,217.64705882352942,2.3377528026887209,0.56820172406699498,Reported Kd originated from a single spiked concentration value,,,,,,,,,
