Source,URL,year,Longitude,Latitude,pH,CEC,Sand,Silt,Clay,Corg
SoilGrids,https://soilgrids.org,2024,-91.070125899999994,38.4633842,6.7,12.65,7.9,66.8,25.3,0.5
SoilGrids,https://soilgrids.org,2024,-91.053055599999993,36.965277800000003,5,10.1,12.9,48.2,38.9,0.2
SoilGrids,https://soilgrids.org,2024,-91.049913900000007,37.063422199999998,6,8.85,10.7,63.7,25.6,0.3
SoilGrids,https://soilgrids.org,2024,-91.043052700000004,38.877498600000003,5.6,19,2.8,47.3,49.9,0.4
SoilGrids,https://soilgrids.org,2024,-91.041169400000001,37.174538900000002,4.5,10.7,3.6,13.4,83,0.1
SoilGrids,https://soilgrids.org,2024,-91.000852800000004,38.936391700000001,5.7,21,20.100000000000001,25.5,54.4,0.2
SoilGrids,https://soilgrids.org,2024,-90.998055600000001,37.963611100000001,4.9000000000000004,4.95,14.6,68,17.399999999999999,0.7
SoilGrids,https://soilgrids.org,2024,-90.9889771,37.937971099999999,4.0999999999999996,7.05,37.1,56.1,6.8,0.7
SoilGrids,https://soilgrids.org,2024,-90.967177800000002,37.787266700000004,4.4000000000000004,16.149999999999999,1.4,13.1,85.5,0.2
SoilGrids,https://soilgrids.org,2024,-90.944536099999993,37.473922199999997,4.8,2.65,19.5,42.4,38.200000000000003,0.1
SoilGrids,https://soilgrids.org,2024,-90.917944399999996,39.014222199999999,4.7,27.75,1.3,50.9,47.8,0.3
SoilGrids,https://soilgrids.org,2024,-90.908208799999997,37.744253999999998,4.7,8,35.200000000000003,46.8,18,0.1
SoilGrids,https://soilgrids.org,2024,-90.8977814,44.190555600000003,5.3,2.85,77.099999999999994,15.5,7.4,1.27
SoilGrids,https://soilgrids.org,2024,-90.876547200000005,37.779897200000001,5.0999999999999996,20.25,24.3,38,37.6,0.2
SoilGrids,https://soilgrids.org,2024,-90.870522199999996,37.558925000000002,5.7,4.3,9.8000000000000007,68.3,21.9,0.3
SoilGrids,https://soilgrids.org,2024,-90.811305599999997,36.904166699999998,4.9000000000000004,5.85,26.4,60.6,13,0.6
SoilGrids,https://soilgrids.org,2024,-90.804666699999999,38.874138899999998,5.6,15.7,12,59.9,28.1,0.2
SoilGrids,https://soilgrids.org,2024,-90.784446700000004,45.235553699999997,4.7,20,20.9,71.5,7.6,0.24
SoilGrids,https://soilgrids.org,2024,-90.778724699999998,34.730117800000002,7,10,2.5,72.099999999999994,25.4,0.08
SoilGrids,https://soilgrids.org,2024,-90.767805600000003,39.166388900000001,6.6,34.799999999999997,2.2000000000000002,83.7,14.1,0.5
SoilGrids,https://soilgrids.org,2024,-90.746611099999996,36.910027800000002,6.8,9.4,47.4,35,17.600000000000001,0.3
SoilGrids,https://soilgrids.org,2024,-90.696722199999996,37.919861099999999,4.5,16,6.6,54.2,39.200000000000003,0.4
SoilGrids,https://soilgrids.org,2024,-90.674659700000007,37.155479399999997,5.0999999999999996,4,18.899999999999999,44.8,36.299999999999997,0.2
SoilGrids,https://soilgrids.org,2024,-90.672499999999999,38.637472199999998,5.2,16.350000000000001,2.6,64,33.4,0.2
SoilGrids,https://soilgrids.org,2024,-90.598052999999993,43.881111099999998,6.1,17.5,6.3,68.400000000000006,25.3,0.3
SoilGrids,https://soilgrids.org,2024,-90.554763800000003,36.9617462,5.7,3,85.4,10.5,4.0999999999999996,0.1
SoilGrids,https://soilgrids.org,2024,-90.552331300000006,38.270332099999997,6.5,12.1,5.4,65.900000000000006,28.6,0.3
SoilGrids,https://soilgrids.org,2024,-90.522694400000006,37.813416699999998,5.8,10.65,7.7,77.8,14.5,2.9
SoilGrids,https://soilgrids.org,2024,-90.504363999999995,37.546306600000001,4.5,8.5,11.7,75.5,12.8,1.2
SoilGrids,https://soilgrids.org,2024,-90.5,36.766666700000002,5.0999999999999996,6.25,21.4,54.4,24.2,0.4
SoilGrids,https://soilgrids.org,2024,-90.491455099999996,36.952312499999998,5,2,16.399999999999999,47.4,36.200000000000003,0.1
SoilGrids,https://soilgrids.org,2024,-90.484725999999995,37.243610400000001,4.8,12,5.9,63.6,30.5,0.1
SoilGrids,https://soilgrids.org,2024,-90.475471499999998,37.538249999999998,4.8,28,17.3,48.4,34.299999999999997,0.2
SoilGrids,https://soilgrids.org,2024,-90.415557899999996,37.277221699999998,5.0999999999999996,8,39.299999999999997,33.4,27.3,0.1
SoilGrids,https://soilgrids.org,2024,-90.389638899999994,36.785638900000002,7.4,12.4,23.9,43.8,32.4,0.1
SoilGrids,https://soilgrids.org,2024,-90.346496599999995,37.019012500000002,5.2,4,43,46.4,10.6,1.3
SoilGrids,https://soilgrids.org,2024,-90.289001499999998,37.330333699999997,5.0999999999999996,8.5,60.3,20.9,18.8,0.1
SoilGrids,https://soilgrids.org,2024,-90.271667500000007,37.365001700000001,6.9,11,7.7,75.7,16.600000000000001,1.4
SoilGrids,https://soilgrids.org,2024,-90.1826401,37.446414900000001,6,11.4,3.2,70.400000000000006,26.4,0.3
SoilGrids,https://soilgrids.org,2024,-90.165594400000003,37.211750000000002,4.0999999999999996,14,4.5,32.200000000000003,63.3,0.1
SoilGrids,https://soilgrids.org,2024,-90.159332300000003,37.564666699999997,5.3,7,23.7,45.6,30.7,0.1
SoilGrids,https://soilgrids.org,2024,-90.152916000000005,37.4997215,4.9000000000000004,9.0500000000000007,12.1,20.399999999999999,67.5,0.1
SoilGrids,https://soilgrids.org,2024,-90.140694400000001,38.029805600000003,5,14.55,1.8,72.7,25.5,0.1
SoilGrids,https://soilgrids.org,2024,-90.127357500000002,37.420799299999999,4.5999999999999996,8.15,19.8,55,25.2,0.1
SoilGrids,https://soilgrids.org,2024,-90.111050000000006,37.3330056,4.5,4,10.7,60.4,28.9,0.1
SoilGrids,https://soilgrids.org,2024,-90.099968000000004,37.303646100000002,4.8,13,2.8,63.9,33.299999999999997,0.2
SoilGrids,https://soilgrids.org,2024,-90.072000000000003,37.319494400000004,5.7,6.35,3.5,79,17.600000000000001,0.9
SoilGrids,https://soilgrids.org,2024,-90.069566699999996,37.521336099999999,4.5999999999999996,16,2.6,19.100000000000001,78.3,0.1
SoilGrids,https://soilgrids.org,2024,-90.045694400000002,37.9593889,5.5,11.45,2.2999999999999998,75.2,22.5,0.1
SoilGrids,https://soilgrids.org,2024,-90.034649999999999,36.549613899999997,4.7,9,11,61.4,27.6,0.8
SoilGrids,https://soilgrids.org,2024,-89.989532499999996,37.140674599999997,7.7,11,5.2,77.599999999999994,17.2,0.1
SoilGrids,https://soilgrids.org,2024,-89.915702800000005,37.3388481,5.2,7.2,20.3,33.700000000000003,46,0
SoilGrids,https://soilgrids.org,2024,-89.905380199999996,37.086738599999997,6.4,7,77,10.4,12.6,0.1
SoilGrids,https://soilgrids.org,2024,-89.904998800000001,37.132556899999997,6.2,7.8,4.4000000000000004,72.3,23.3,0.1
SoilGrids,https://soilgrids.org,2024,-89.894722000000002,45.491390199999998,6.1,3,77.400000000000006,18,4.5999999999999996,0.04
SoilGrids,https://soilgrids.org,2024,-89.851387000000003,38.383335099999996,4.5,16.05,12.6,54.3,33.1,0.16999999999999998
SoilGrids,https://soilgrids.org,2024,-89.844444300000006,34.2861099,4.8,4.75,2.5,87.1,11.8,0.4
SoilGrids,https://soilgrids.org,2024,-89.827774000000005,34.270557400000001,5.7,4.3,16.7,75.2,8.1,0.19
SoilGrids,https://soilgrids.org,2024,-89.655194399999999,37.293916699999997,4.7,4.3,9,80.599999999999994,7.7,0.1
SoilGrids,https://soilgrids.org,2024,-89.639137300000002,36.817390400000001,5.3,8,68.8,22,9.1999999999999993,0.8
SoilGrids,https://soilgrids.org,2024,-89.636497500000004,36.399051700000001,5,9.4,42.3,41.8,15.9,0.2
SoilGrids,https://soilgrids.org,2024,-89.575553900000003,45.515277900000001,4.5,1.95,73.2,22.5,4.3,2.93
SoilGrids,https://soilgrids.org,2024,-89.564552300000003,36.675972000000002,5.9,4,77.5,20.399999999999999,2.1,0.1
SoilGrids,https://soilgrids.org,2024,-89.5481944,37.378111099999998,6.8,11.45,2.7,84.4,12.9,1.2
SoilGrids,https://soilgrids.org,2024,-89.509185799999997,36.7046013,5.8,14,10.7,76,13.3,0.2
SoilGrids,https://soilgrids.org,2024,-89.506324800000002,36.704677599999997,5.3,15,5.8,80.2,14,0.2
SoilGrids,https://soilgrids.org,2024,-89.485557600000007,45.112220800000003,5.5,9.75,24,50.9,25.1,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-89.335624999999993,37.412291000000003,5.3,13.45,2.2000000000000002,71.2,26.6,0.6
SoilGrids,https://soilgrids.org,2024,-89.210838317870994,37.118896484375,4.8,8.1999999999999993,1.5,78.400000000000006,20.100000000000001,0.08
SoilGrids,https://soilgrids.org,2024,-89.1666666666667,13.6666666666667,5.3,16,15.9,22.3,61.8,1.1499999999999999
SoilGrids,https://soilgrids.org,2024,-89.157501199999999,38.358333600000002,4.8,4.05,26.3,43.9,29.8,0.22000000000000003
SoilGrids,https://soilgrids.org,2024,-89.075898199999997,41.439739500000002,4.8,26.65,2.9,60.1,37,0.39
SoilGrids,https://soilgrids.org,2024,-88.805000300000003,38.290000900000003,5,23.75,9.1999999999999993,76,14.8,1.6600000000000001
SoilGrids,https://soilgrids.org,2024,-88.764999399999994,45.446109800000002,5.3,9.15,9.6999999999999993,73.5,16.8,0.08
SoilGrids,https://soilgrids.org,2024,-88.665557899999996,33.248333000000002,4.9000000000000004,33.5,25,22.7,52.3,0.13
SoilGrids,https://soilgrids.org,2024,-88.654214600000003,37.517289599999998,4.8,4.05,17.7,69.7,12.6,1.1099999999999999
SoilGrids,https://soilgrids.org,2024,-88.539764399999996,34.380962400000001,5.9,5.8,39.200000000000003,44.2,16.600000000000001,0.77
SoilGrids,https://soilgrids.org,2024,-88.5366669,37.491390199999998,4.7,2.25,26.7,63.2,10.1,0.36
SoilGrids,https://soilgrids.org,2024,-88.529167200000003,38.8083344,4.7,17.149999999999999,14.6,52.2,33.200000000000003,0.1
SoilGrids,https://soilgrids.org,2024,-88.268333400000003,39.309444399999997,5.7,5.3,14.1,59.1,26.8,0.12
SoilGrids,https://soilgrids.org,2024,-88.242820699999996,46.846664400000002,5,7.3,72.2,15.4,12.4,0.03
SoilGrids,https://soilgrids.org,2024,-88.240280200000001,39.305557299999997,5.7,6.9,5.8,59.1,35.1,0.2
SoilGrids,https://soilgrids.org,2024,-88.172255000000007,37.651454299999997,5.3,21,7.9,46.2,45.9,2.4
SoilGrids,https://soilgrids.org,2024,-88.060308199999994,40.508915799999997,8.1999999999999993,17,11.1,52.9,36,0.39
SoilGrids,https://soilgrids.org,2024,-87.851497199999997,37.404980600000002,4.5,18.399999999999999,6.6,50.8,42.6,0.37
SoilGrids,https://soilgrids.org,2024,-87.663330099999996,31.269166899999998,5,2.2000000000000002,52.6,21.2,26.2,0.04
SoilGrids,https://soilgrids.org,2024,-87.616386399999996,31.2866669,4.8,9.9499999999999993,27,17.7,55.3,0.05
SoilGrids,https://soilgrids.org,2024,-87.355834999999999,35.797222099999999,5.0999999999999996,5.7,17.600000000000001,34.200000000000003,48.2,0.1
SoilGrids,https://soilgrids.org,2024,-87.048000000000002,37.189055600000003,5.5,4,18.8,62.4,18.8,0.55000000000000004
SoilGrids,https://soilgrids.org,2024,-86.986389200000005,41.155277300000002,5.4,7.75,92.8,3.4,3.8,0.22999999999999998
SoilGrids,https://soilgrids.org,2024,-86.830619812011705,40.247756958007798,5.3,12.7,10.6,73.900000000000006,15.5,0.67
SoilGrids,https://soilgrids.org,2024,-86.829170199999993,32.177501700000001,4.7,2.15,61.6,5.6,32.799999999999997,0.25
SoilGrids,https://soilgrids.org,2024,-86.783599899999999,31.086044300000001,5.4,0.85,73.099999999999994,1.1000000000000001,25.8,6.9999999999999993E-2
SoilGrids,https://soilgrids.org,2024,-86.769165000000001,38.034168200000003,4.8,12.8,10.5,64.2,25.3,6.9999999999999993E-2
SoilGrids,https://soilgrids.org,2024,-86.7236099,39.352779400000003,4.7,10.050000000000001,3.2,70.8,26,0.25
SoilGrids,https://soilgrids.org,2024,-86.638610799999995,38.222778300000002,4.5,5.75,9.3000000000000007,63.9,26.8,0.62
SoilGrids,https://soilgrids.org,2024,-86.362503099999998,38.215278599999998,4.55,8.9250000000000007,9.4499999999999993,70.400000000000006,20.149999999999999,0.23500000000000001
SoilGrids,https://soilgrids.org,2024,-86.3072205,36.805831900000001,4.4000000000000004,13.55,4.9000000000000004,48.5,46.6,6.9999999999999993E-2
SoilGrids,https://soilgrids.org,2024,-85.966392499999998,44.450832400000003,4.2,2.9,92.1,7.3,0.6,0.52
SoilGrids,https://soilgrids.org,2024,-85.957055600000004,44.584444400000002,6.3,1,97.8,1.9,0.3,0.04
SoilGrids,https://soilgrids.org,2024,-85.934997600000003,41.755554199999999,4.8,1.8,91.7,2.8,5.5,0.06
SoilGrids,https://soilgrids.org,2024,-85.858329800000007,44.601665500000003,4.4000000000000004,0.7,96.2,2.5,1.3,1.27
SoilGrids,https://soilgrids.org,2024,-85.585555999999997,38.677501700000001,4.4000000000000004,5.95,13.1,52.9,34,0.35
SoilGrids,https://soilgrids.org,2024,-85.353889499999994,39.277778599999998,5.3,11.75,17.2,31.6,51.2,0.08
SoilGrids,https://soilgrids.org,2024,-85.092498800000001,35.689998600000003,4.7,4.3,45.1,32.6,22.3,0.27
SoilGrids,https://soilgrids.org,2024,-84.842224099999996,34.856666599999997,4.8,3.9,27.3,50.4,22.3,0.12
SoilGrids,https://soilgrids.org,2024,-84.420364399999997,35.360862699999998,5,2.25,45.8,15.5,38.700000000000003,6.9999999999999993E-2
SoilGrids,https://soilgrids.org,2024,-84.397224399999999,32.001110099999998,5.2,0.4,87.2,2,10.8,0.09
SoilGrids,https://soilgrids.org,2024,-84.323333700000006,32.999443100000001,4.9000000000000004,4.0999999999999996,75,18.3,6.7,3.91
SoilGrids,https://soilgrids.org,2024,-84.256027200000005,32.936550099999998,5.2,2,34.799999999999997,27.9,37.299999999999997,0.05
SoilGrids,https://soilgrids.org,2024,-83.861015300000005,32.529060399999999,4.8,1.1499999999999999,76.400000000000006,17.600000000000001,6,0.64
SoilGrids,https://soilgrids.org,2024,-83.7083333333333,10.5666666666667,6.3,14,9,70,29,0.2
SoilGrids,https://soilgrids.org,2024,-83.513610799999995,38.6291656,4.4000000000000004,6,4.5999999999999996,44.8,50.6,0.45
SoilGrids,https://soilgrids.org,2024,-82.962379499999997,30.160234500000001,5.3,18.5,95.1,3.1,1.8,0.47000000000000003
SoilGrids,https://soilgrids.org,2024,-82.462341300000006,43.061668400000002,6,0.3,97.9,0.8,1.3,0.04
SoilGrids,https://soilgrids.org,2024,-82.3665314,29.633583099999999,5.0999999999999996,1.1499999999999999,95.4,1.8,2.8,0.16
SoilGrids,https://soilgrids.org,2024,-82.3280563,38.303611799999999,4.8,5.3,40.9,36.4,22.7,0.13
SoilGrids,https://soilgrids.org,2024,-82.268890400000004,35.967777300000002,5.4,3.65,62.7,16.3,21,0.3
SoilGrids,https://soilgrids.org,2024,-82.2569444444444,29.7083333333333,4,2.75,95.9,4.0999999999999996,0,0.09
SoilGrids,https://soilgrids.org,2024,-82.181388900000002,37.429721800000003,5.0999999999999996,3.15,58.1,38.5,10.3,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-82.120834400000007,36.0519447,5.3,4.9000000000000004,78.8,14.4,6.8,2.2000000000000002
SoilGrids,https://soilgrids.org,2024,-81.894447299999996,37.803333299999998,4.7,1.45,57.8,32.6,9.6,0.32999999999999996
SoilGrids,https://soilgrids.org,2024,-81.772613500000006,33.179042799999998,5.2,7.85,10.1,38.6,51.3,0.79
SoilGrids,https://soilgrids.org,2024,-81.7272186,31.094999300000001,4.5999999999999996,16.5,51.2,14.4,34.4,0.13
SoilGrids,https://soilgrids.org,2024,-80.868331900000001,36.483890500000001,4.4000000000000004,2.2000000000000002,69.8,15.8,14.4,1.7100000000000002
SoilGrids,https://soilgrids.org,2024,-80.473960876464801,36.346469879150298,5,1.1499999999999999,67.2,17.399999999999999,15.4,0.19
SoilGrids,https://soilgrids.org,2024,-80.385555600000004,40.203611100000003,5.9,9,39.9,36.1,24,0.59000000000000008
SoilGrids,https://soilgrids.org,2024,-80.178611099999998,40.434722200000003,6.8,14,42.7,32.299999999999997,25,0.22999999999999998
SoilGrids,https://soilgrids.org,2024,-80.095277800000005,40.9619444,5,4,21.8,57.7,20.5,1.52
SoilGrids,https://soilgrids.org,2024,-79.936111100000005,41.8352778,4.9000000000000004,4,68.099999999999994,17.7,14.2,0.15
SoilGrids,https://soilgrids.org,2024,-79.749771100000004,36.333416,4.8499999999999996,3,39.1,34.4,26.5,0.12
SoilGrids,https://soilgrids.org,2024,-79.322219799999999,38.5583344,4.9000000000000004,2.0499999999999998,61.2,34.200000000000003,4.5999999999999996,2.44
SoilGrids,https://soilgrids.org,2024,-79.249755899999997,35.500095399999999,5,3.3,30.1,65.400000000000006,4.5,1.53
SoilGrids,https://soilgrids.org,2024,-79.144999999999996,41.996666699999999,6.2,7,11.2,65.900000000000006,22.9,1.22
SoilGrids,https://soilgrids.org,2024,-78.644444444444403,-0.53333333333333299,6.7,4.0999999999999996,44.3,45,10.8,2.8
SoilGrids,https://soilgrids.org,2024,-78.591666700000005,40.013888899999998,4.9000000000000004,4,50.2,32.1,17.7,0.13
SoilGrids,https://soilgrids.org,2024,-78.565559387207003,35.442783355712798,4.8,0.9,52.8,8.9,38.299999999999997,0.08
SoilGrids,https://soilgrids.org,2024,-78.477500899999995,42.2291679,4.5999999999999996,8.3000000000000007,15.6,63.3,21.1,0.85
SoilGrids,https://soilgrids.org,2024,-78.161944399999996,40.960555599999999,5.0999999999999996,2,90.5,6.3,3.2,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,-78.149711600000003,37.975048100000002,6.3,5.65,9.3000000000000007,21.2,69.5,0.01
SoilGrids,https://soilgrids.org,2024,-78.008049,37.544502299999998,4.9000000000000004,3.95,70.099999999999994,23.4,6.5,0.04
SoilGrids,https://soilgrids.org,2024,-77.799705500000002,38.325042699999997,4.4000000000000004,7.3,33.4,56.5,10.1,3.5799999999999996
SoilGrids,https://soilgrids.org,2024,-77.615036000000003,36.545509299999999,5.3,4,52.6,16.3,31.1,0.04
SoilGrids,https://soilgrids.org,2024,-77.482777799999994,41.5266667,4.4000000000000004,2,61.4,25.3,13.3,1
SoilGrids,https://soilgrids.org,2024,-77.268888899999993,41.190277799999997,4.7,5,19.399999999999999,59.3,21.3,0.1
SoilGrids,https://soilgrids.org,2024,-77.191666699999999,40.809722200000003,6.3,4,19.600000000000001,36,44.4,0.41
SoilGrids,https://soilgrids.org,2024,-77.100833300000005,40.585000000000001,6.4,13,29.4,28,42.6,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-77.052499999999995,40.591111099999999,5.4,8,16.8,47.9,35.299999999999997,0.25
SoilGrids,https://soilgrids.org,2024,-77.050788900000001,38.969200100000002,4.7,4.7,43.2,35.299999999999997,21.5,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,-76.966944400000003,40.927222200000003,6.5,7,11.7,52.7,35.6,0.27999999999999997
SoilGrids,https://soilgrids.org,2024,-76.929166699999996,40.943888899999997,5.6,5,55.6,20,24.4,0.13999999999999999
SoilGrids,https://soilgrids.org,2024,-76.832499999999996,41.178888899999997,4.7,2,92.8,5,2.2000000000000002,0.09
SoilGrids,https://soilgrids.org,2024,-76.545000000000002,40.628611100000001,4.8,4,38.9,39.299999999999997,21.8,0.04
SoilGrids,https://soilgrids.org,2024,-76.308333300000001,40.2972222,4.4000000000000004,4,24.9,59.1,23.6,0.01
SoilGrids,https://soilgrids.org,2024,-76.291111099999995,39.913333299999998,5.4,1,79.2,18.399999999999999,2.4,0.04
SoilGrids,https://soilgrids.org,2024,-75.744735700000007,37.747829400000001,4.7,5,81,7.7,11.3,0.7
SoilGrids,https://soilgrids.org,2024,-75.7102778,41.599166699999998,5.6,11,37.200000000000003,34.9,27.9,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,-75.684166700000006,41.540555599999998,5.6,5,40.299999999999997,43.7,16,2.0300000000000002
SoilGrids,https://soilgrids.org,2024,-75.649627699999996,39.540019999999998,5.3,4,6.9,78,15.1,0.04
SoilGrids,https://soilgrids.org,2024,-75.644401599999995,37.814891799999998,4.5999999999999996,1,55.5,24,20.5,0
SoilGrids,https://soilgrids.org,2024,-75.626388500000004,39.657222699999998,4.9000000000000004,7.15,20.2,63.4,16.399999999999999,1.1499999999999999
SoilGrids,https://soilgrids.org,2024,-75.531883199999996,37.846012100000003,5.6,2,78,11.6,10.4,0
SoilGrids,https://soilgrids.org,2024,-75.507222200000001,41.393611100000001,4,6,38.4,51.5,10.1,2.41
SoilGrids,https://soilgrids.org,2024,-75.494499200000007,37.975223499999998,5.6,3,55.7,32.1,12.2,0
SoilGrids,https://soilgrids.org,2024,-75.262222199999997,40.923055599999998,5.5,4,15.9,65.400000000000006,18.7,0.16
SoilGrids,https://soilgrids.org,2024,-74.913333300000005,40.2577778,5.5,8,4.5,73.7,21.8,1.2
SoilGrids,https://soilgrids.org,2024,-74.752220199999996,42.935554500000002,7.5,7.05,20.6,57.3,22.1,0.21000000000000002
SoilGrids,https://soilgrids.org,2024,-74.612777699999995,40.094444299999999,4.7,6.95,78,3.1,18.899999999999999,0.09
SoilGrids,https://soilgrids.org,2024,-74.316666666666706,-7.65,4.8,6.6,40,20,40,0.2
SoilGrids,https://soilgrids.org,2024,-74.157363899999993,40.573387099999998,4.8,2.4,63.7,27.3,9,0.03
SoilGrids,https://soilgrids.org,2024,-73.379447900000002,43.701389300000002,4.9000000000000004,14,4.4000000000000004,56.2,39.4,3.02
SoilGrids,https://soilgrids.org,2024,-73.283333333333303,-3.85,4.4000000000000004,0.6,90,9,1,0.43
SoilGrids,https://soilgrids.org,2024,-73.083299999999994,-8.6166999999999998,5.3,33.6,15,30,55,0.62
SoilGrids,https://soilgrids.org,2024,-73.029403700000003,-41.4937325,5.9,1.9,80.099999999999994,19.899999999999999,0,4.59
SoilGrids,https://soilgrids.org,2024,-72.893119812011705,-41.391666412353501,5.4,2.35,79,19,2,3.6700000000000004
SoilGrids,https://soilgrids.org,2024,-72.866943399999997,44.4947205,5.6,1.5,64.900000000000006,32.6,2.5,0.37
SoilGrids,https://soilgrids.org,2024,-72.75,-7.5833000000000004,3.8,0.8,81,16,3,0.72
SoilGrids,https://soilgrids.org,2024,-72.742019653320298,41.488876342773402,6.2,4.8499999999999996,33.4,53,13.6,0.95
SoilGrids,https://soilgrids.org,2024,-72.711944599999995,40.959446,5.0999999999999996,0.3,83.6,15.3,1.1000000000000001,0.04
SoilGrids,https://soilgrids.org,2024,-72.599999999999994,-7.55,4.3,3,55,21,24,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-72.294441199999994,44.2858315,4.9000000000000004,32,64.5,32.9,2.6,1.22
SoilGrids,https://soilgrids.org,2024,-72.2866669,43.368610400000001,5.0999999999999996,0.95,56.7,36.4,6.9,0.44000000000000006
SoilGrids,https://soilgrids.org,2024,-71.748611499999996,44.197498299999999,4.2,36,78.099999999999994,20.5,1.4,0.27999999999999997
SoilGrids,https://soilgrids.org,2024,-71.699996900000002,42.949443799999997,5.3,17,97.6,2.4,0,0.11000000000000001
SoilGrids,https://soilgrids.org,2024,-71.698333700000006,42.943611099999998,5.2,0.5,95.7,3.7,0.6,0.25
SoilGrids,https://soilgrids.org,2024,-71.5,4.5,5.4,4.3,5,55,40,0.57000000000000006
SoilGrids,https://soilgrids.org,2024,-71.336112999999997,4.5738887999999998,5.5,0.95,12,44,44,0.08
SoilGrids,https://soilgrids.org,2024,-70.809997600000003,41.6727791,5,0.2,92.9,6.7,0.4,0.37
SoilGrids,https://soilgrids.org,2024,-70.766670199999993,41.767776499999997,4.8,0.1,68.5,31.3,0.2,0.05
SoilGrids,https://soilgrids.org,2024,-70.710555999999997,41.792221099999999,4.9000000000000004,0.2,67.7,31.6,0.7,0.06
SoilGrids,https://soilgrids.org,2024,-70.349999999999994,-7.15,4.4000000000000004,9.8000000000000007,21,28,51,0.45
SoilGrids,https://soilgrids.org,2024,-69.833299999999994,-7.55,4.9000000000000004,22.9,12,50,38,0.47000000000000003
SoilGrids,https://soilgrids.org,2024,-69.696334800000002,45.406894700000002,3.6,16.55,37.299999999999997,53.6,9.1,0.86
SoilGrids,https://soilgrids.org,2024,-69.616699999999994,-8.0667000000000009,4.7,20.7,23,22,55,0.37
SoilGrids,https://soilgrids.org,2024,-68.700180099999997,45.688835099999999,3.7,4.8499999999999996,50.2,47.3,2.5,2.4899999999999998
SoilGrids,https://soilgrids.org,2024,-67.7294464,47.101112399999998,5.5,1.9,45.8,43,11.2,1.8
SoilGrids,https://soilgrids.org,2024,-67.683333333333294,10.352777777777799,6.1,3.5,44,23,33,0.2
SoilGrids,https://soilgrids.org,2024,-67.670277777777798,10.3638888888889,4.7,0.9,64,16,20,1.35
SoilGrids,https://soilgrids.org,2024,-67.183300000000003,-7.7,4.2,7.1,34,35,31,0.8
SoilGrids,https://soilgrids.org,2024,-67.137496900000002,18.327499400000001,4.5,7,6.7,27.2,66.099999999999994,2.1800000000000002
SoilGrids,https://soilgrids.org,2024,-66.7,-9.0167000000000002,3.6,23.6,55,25,20,0.75
SoilGrids,https://soilgrids.org,2024,-66.283889799999997,18.238611200000001,4.7,6,8.4,42.5,49.1,0.1
SoilGrids,https://soilgrids.org,2024,-66.281669600000001,18.241666800000001,4.8,3.45,4.9000000000000004,13,82.1,1.25
SoilGrids,https://soilgrids.org,2024,-66.267776499999997,18.236667600000001,5.5,4.2,6.9,12,81.099999999999994,0.31
SoilGrids,https://soilgrids.org,2024,-65.820556600000003,18.211666099999999,4.8,7.95,6,34.799999999999997,59.2,0.09
SoilGrids,https://soilgrids.org,2024,-65.816108700000001,18.327028299999998,5,18,20.7,39.1,40.200000000000003,1.98
SoilGrids,https://soilgrids.org,2024,-65.796999999999997,18.303999999999998,4.8,22.1,21.6,40.9,35.9,10.43
SoilGrids,https://soilgrids.org,2024,-62.883299999999998,-6.45,3.7,3.7,44,34.700000000000003,21.3,0.48
SoilGrids,https://soilgrids.org,2024,-62.616700000000002,-10.55,4.8,1.2,42,28,30,0.44000000000000006
SoilGrids,https://soilgrids.org,2024,-62.6,-5.7,4.4000000000000004,13.9,7.6,55.4,37,0.2
SoilGrids,https://soilgrids.org,2024,-62.2,-9.1,4.9000000000000004,0.5,82,4,14,0.24
SoilGrids,https://soilgrids.org,2024,-62.066699999999997,-10.7667,4.8,4.7,74,21,5,0.51
SoilGrids,https://soilgrids.org,2024,-61.7,-2.5,4.5999999999999996,6.9,80,12,8,1.02
SoilGrids,https://soilgrids.org,2024,-61.5,-2.2332999999999998,4.8,8.9,10,52,38,1.1000000000000001
SoilGrids,https://soilgrids.org,2024,-61.4833,-11.8667,5.6,1.7,54,16,30,0.37
SoilGrids,https://soilgrids.org,2024,-61.383299999999998,-3.55,4.2,29.4,11.2,70.900000000000006,17.899999999999999,1.6
SoilGrids,https://soilgrids.org,2024,-61.316699999999997,-6.9166999999999996,3.8,5.2,67.2,20.2,12.6,1.5
SoilGrids,https://soilgrids.org,2024,-61,0.93330000000000002,4.4000000000000004,12.9,71,8,21,1.6800000000000002
SoilGrids,https://soilgrids.org,2024,-60.966700000000003,-1.9666999999999999,4.0999999999999996,1.8,87.1,5.9,7,0.5
SoilGrids,https://soilgrids.org,2024,-60.133299999999998,-6.4,3.8,4.5,10.199999999999999,34.1,55.7,1.3
SoilGrids,https://soilgrids.org,2024,-59.966700000000003,-3.4167000000000001,4.0999999999999996,14.8,13.6,68.599999999999994,17.8,4
SoilGrids,https://soilgrids.org,2024,-59.7333,-11.216699999999999,4,3,38.799999999999997,23.2,34.4,0.4
